buyer_id,supplier_id,to_airport,from_airport,flight_type,journey_type,pax,costprice,markup,selling_price,booking_date,payment_method,refund_status,refund_amount,channel_of_booking,booking_status,travel_date,cashback,coupon_redeem,Coupon USed?
5,5,PNQ,LAX,International,one way,5,12105,3740,15845,15-05-2024,PayPal,Yes,288.6640769,Web,confirmed,26-05-2024,0,0,No
328,5,BLR,JFK,International,one way,3,28279,8735,37014,15-05-2024,Debit Card,No,0,Android,confirmed,25-05-2024,0,0,No
90,7,JAI,MAA,International,one way,1,15187,4692,19879,15-05-2024,Credit Card,No,0,Web,confirmed,28-05-2024,0,0,No
162,3,GOI,HYD,International,round trip,2,22010,6799,28809,15-05-2024,PayPal,Yes,671.7817903,Android,failed,26-05-2024,9.767702832,0,No
263,5,SEA,JFK,International,round trip,5,35835,11069,46904,15-05-2024,Credit Card,Yes,1075.9925,Android,confirmed,02-06-2024,0,0,No
21,7,PNQ,SEA,International,one way,2,18689,5774,24463,15-05-2024,PayPal,Yes,0,iOS,confirmed,23-08-2024,0,26.27030968,Yes
362,3,ATL,AMD,International,one way,1,32084,9911,41995,15-05-2024,Credit Card,Yes,322.1342295,Web,cancelled,29-05-2024,4.683829588,0,No
156,5,BOM,JAI,International,round trip,2,21027,6496,27523,15-05-2024,PayPal,Yes,581.7788031,iOS,confirmed,22-12-2024,0,21.86001008,Yes
496,5,PNQ,JFK,International,one way,4,22073,6819,28892,15-05-2024,Credit Card,Yes,507.1819995,iOS,confirmed,08-10-2024,0,33.87618333,Yes
361,7,ORD,SEA,International,round trip,5,18256,5640,23896,15-05-2024,PayPal,Yes,447.9084409,iOS,confirmed,28-05-2024,0,0,No
170,7,CCU,HYD,Domestic,round trip,2,6539,2020,8559,15-05-2024,Credit Card,Yes,0,Web,confirmed,17-08-2024,0,0,No
411,5,DFW,ATL,International,round trip,1,29927,9245,39172,15-05-2024,PayPal,No,0,Web,confirmed,08-06-2024,0,0,No
300,1,AMD,CCU,International,round trip,5,33629,10388,44017,15-05-2024,Debit Card,Yes,0,Android,cancelled,25-05-2024,10.4208844,0,No
405,3,BLR,PNQ,International,round trip,5,17050,5267,22317,15-05-2024,Debit Card,Yes,0,Web,confirmed,01-07-2024,8.815525774,0,No
220,1,MAA,GOI,International,round trip,5,34097,10533,44630,15-05-2024,Bank Transfer,No,0,Web,confirmed,13-06-2024,6.936959249,0,No
306,5,ATL,JAI,International,one way,2,36619,11311,47930,15-05-2024,PayPal,Yes,294.4602346,iOS,confirmed,09-10-2024,0,10.47982535,Yes
74,7,ATL,JAI,International,one way,5,15960,4930,20890,15-05-2024,Debit Card,No,0,Android,confirmed,27-05-2024,0,0,No
488,3,LAS,BOM,International,round trip,2,27111,8375,35486,15-05-2024,Credit Card,Yes,0,Android,failed,16-06-2024,11.73568283,0,No
405,3,SFO,JFK,International,round trip,5,37583,11610,49193,15-05-2024,Debit Card,Yes,150.3341056,Android,failed,10-12-2024,2.18585691,8.170055071,Yes
371,5,AMD,MAA,International,one way,3,32291,9975,42266,15-05-2024,Bank Transfer,Yes,0,Android,confirmed,28-11-2024,0,11.91275048,Yes
364,1,ATL,PNQ,International,round trip,2,28820,8902,37722,15-05-2024,PayPal,Yes,679.8841132,Android,failed,03-06-2024,9.885510555,0,No
497,1,ATL,GOI,International,one way,4,34087,10529,44616,15-05-2024,Bank Transfer,Yes,708.9981987,Web,confirmed,18-05-2024,10.30882917,0,No
245,1,LAX,JAI,International,round trip,5,16830,5199,22029,15-05-2024,Debit Card,Yes,80.61353516,Web,confirmed,23-05-2024,1.172120273,0,No
158,3,BLR,BOM,Domestic,one way,2,7524,2325,9849,15-03-2024,PayPal,Yes,868.3962188,Web,confirmed,07-09-2024,12.62647534,28.89092826,Yes
396,5,BLR,BOM,Domestic,round trip,1,4806,1485,6291,15-05-2024,Credit Card,Yes,760.2619518,Web,confirmed,18-05-2024,0,0,No
186,3,DEL,JAI,International,round trip,5,36583,11300,47883,15-05-2024,Bank Transfer,No,0,Web,cancelled,29-05-2024,13.81722763,0,No
460,1,BLR,BOM,Domestic,one way,5,3986,1232,5218,15-05-2024,Debit Card,Yes,56.12045008,Web,cancelled,23-05-2024,0.815990977,0,No
321,7,LAS,ATL,International,one way,5,36075,11143,47218,15-05-2024,Debit Card,No,0,Android,confirmed,30-05-2024,0,0,No
166,5,CCU,JAI,International,one way,2,12532,3871,16403,15-05-2024,Bank Transfer,Yes,656.9363975,iOS,confirmed,30-05-2024,0,0,No
58,1,LAX,AMD,International,round trip,3,15371,4749,20120,15-05-2024,PayPal,Yes,331.0789737,Android,failed,13-12-2024,4.813886109,11.24224223,Yes
446,5,JFK,JAI,International,round trip,3,21914,6770,28684,15-05-2024,Debit Card,Yes,965.2697383,Android,confirmed,17-05-2024,0,0,No
360,5,BLR,JAI,International,one way,1,21522,6648,28170,15-05-2024,Debit Card,No,0,Web,confirmed,09-06-2024,0,0,No
34,7,BLR,DEL,Domestic,one way,4,4688,1449,6137,15-05-2024,PayPal,Yes,292.112581,Android,confirmed,15-08-2024,0,0,No
12,5,AMD,JAI,International,round trip,2,31360,9687,41047,15-05-2024,Credit Card,No,0,iOS,confirmed,02-06-2024,0,0,No
473,3,ORD,BOM,International,round trip,3,18823,5815,24638,15-05-2024,Credit Card,No,0,Web,confirmed,22-05-2024,9.806309393,0,No
479,5,AMD,BOM,International,one way,1,32779,10125,42904,15-05-2024,Credit Card,No,0,Android,confirmed,04-06-2024,0,0,No
317,5,BOM,DEL,Domestic,one way,4,5002,1546,6548,15-03-2024,Credit Card,Yes,296.2293747,Web,confirmed,13-12-2024,0,13.15093333,Yes
468,7,MAA,DFW,International,one way,4,32257,9964,42221,15-05-2024,Debit Card,Yes,936.1760092,iOS,confirmed,25-05-2024,0,0,No
458,3,LAS,AMD,International,round trip,2,34294,10593,44887,15-05-2024,Credit Card,No,0,Web,confirmed,16-05-2024,2.739931465,0,No
90,3,GOI,HYD,International,one way,3,23258,7184,30442,15-05-2024,Credit Card,No,0,Web,confirmed,27-05-2024,4.289631575,0,No
226,1,ATL,LAX,International,one way,2,32099,9916,42015,16-05-2024,Credit Card,No,0,Web,confirmed,12-06-2024,10.6247935,0,No
176,5,SFO,PNQ,International,round trip,4,19122,5907,25029,16-05-2024,Credit Card,No,0,Android,confirmed,13-06-2024,0,0,No
321,7,GOI,AMD,International,one way,3,27080,8365,35445,16-05-2024,Debit Card,Yes,196.8435543,Android,confirmed,25-05-2024,0,0,No
144,1,BLR,JFK,International,one way,4,18154,5608,23762,16-05-2024,Debit Card,Yes,277.2711734,iOS,failed,14-06-2024,4.031521046,0,No
74,1,PNQ,SEA,International,round trip,2,16188,5001,21189,16-05-2024,Credit Card,Yes,0,Android,failed,19-06-2024,2.587669869,0,No
48,1,JAI,MAA,International,round trip,5,31816,9828,41644,16-05-2024,PayPal,No,0,iOS,cancelled,12-06-2024,9.307653043,0,No
376,3,MAA,HYD,Domestic,round trip,3,8141,2515,10656,16-05-2024,Debit Card,Yes,94.56442612,Web,confirmed,08-06-2024,1.374966137,0,No
11,1,MAA,GOI,International,round trip,4,29457,9099,38556,16-03-2024,Bank Transfer,Yes,161.4210896,Web,confirmed,02-10-2024,2.347061586,4.928001899,Yes
139,5,ATL,MIA,International,round trip,1,34741,10732,45473,16-03-2024,PayPal,Yes,0,Web,confirmed,10-11-2024,0,25.11337406,Yes
313,3,MAA,BOM,Domestic,round trip,1,10242,3164,13406,16-05-2024,Credit Card,No,0,Android,failed,02-06-2024,3.545337911,0,No
165,3,CCU,HYD,Domestic,round trip,5,6371,1969,8340,16-05-2024,Bank Transfer,Yes,1048.315551,Web,confirmed,06-07-2024,15.24250125,0,No
332,1,DFW,JFK,International,one way,5,27223,8410,35633,16-05-2024,Debit Card,Yes,858.9798787,Android,failed,01-06-2024,12.48956181,0,No
246,1,SFO,CCU,International,round trip,2,25561,7896,33457,16-03-2024,Debit Card,Yes,1058.304891,Web,confirmed,08-10-2024,15.38774618,49.04370379,Yes
366,7,JFK,SFO,International,round trip,5,28439,8785,37224,16-05-2024,Debit Card,Yes,928.0858148,iOS,confirmed,28-05-2024,0,0,No
256,7,SFO,ATL,International,round trip,5,15762,4869,20631,16-05-2024,Debit Card,No,0,iOS,confirmed,17-05-2024,0,0,No
468,3,JAI,MIA,International,round trip,2,20295,6270,26565,16-05-2024,Bank Transfer,Yes,77.19115433,Web,confirmed,09-06-2024,1.122358878,0,No
147,7,DEL,LAX,International,one way,5,31121,9613,40734,16-05-2024,Credit Card,No,0,Web,confirmed,24-05-2024,0,0,No
404,3,JFK,PNQ,International,round trip,1,20389,6298,26687,16-05-2024,Bank Transfer,Yes,0,iOS,failed,09-07-2024,9.470673661,0,No
221,7,JFK,SFO,International,round trip,5,20725,6402,27127,16-05-2024,Credit Card,No,0,Android,confirmed,12-06-2024,0,0,No
91,1,CCU,BLR,Domestic,round trip,3,8836,2730,11566,16-05-2024,PayPal,No,0,Web,confirmed,23-05-2024,9.201417866,0,No
305,5,JFK,ORD,International,round trip,4,13307,4111,17418,16-05-2024,Bank Transfer,Yes,527.8560682,Web,confirmed,20-05-2024,0,0,No
473,3,PNQ,LAS,International,round trip,1,27517,8500,36017,16-05-2024,Debit Card,Yes,772.1370209,Web,confirmed,24-05-2024,11.22686723,0,No
417,3,ORD,JAI,International,one way,1,18670,5768,24438,16-05-2024,Debit Card,No,0,Web,confirmed,28-05-2024,12.17848758,0,No
94,5,CCU,SEA,International,round trip,4,26032,8042,34074,16-05-2024,PayPal,No,0,Web,confirmed,01-06-2024,0,0,No
25,7,HYD,SEA,International,round trip,5,27201,8402,35603,16-05-2024,Bank Transfer,Yes,0,iOS,confirmed,04-07-2024,0,0,No
294,7,AMD,DEL,International,round trip,4,24324,7514,31838,16-05-2024,Debit Card,Yes,198.5793585,Web,confirmed,13-08-2024,0,0,No
226,5,GOI,ATL,International,round trip,3,36848,11382,48230,16-05-2024,Debit Card,Yes,399.3032081,Web,confirmed,21-05-2024,0,0,No
390,5,BOM,MAA,Domestic,one way,3,9506,2937,12443,16-05-2024,Credit Card,Yes,0,Web,confirmed,04-07-2024,0,0,No
419,1,DEN,CCU,International,round trip,4,30744,9497,40241,16-05-2024,PayPal,Yes,697.1313186,Web,confirmed,26-05-2024,10.13628481,0,No
347,3,GOI,JAI,International,round trip,1,14024,4332,18356,16-03-2024,Debit Card,Yes,200.9813443,Web,confirmed,21-08-2024,2.92226743,9.317110254,Yes
31,5,GOI,MAA,International,round trip,2,12198,3769,15967,16-05-2024,Bank Transfer,Yes,1125.959435,Web,confirmed,29-05-2024,0,0,No
470,3,DEN,LAX,International,one way,1,22513,6954,29467,16-05-2024,Bank Transfer,Yes,1086.821164,Android,failed,24-05-2024,15.80237261,0,No
100,7,ATL,BOM,International,round trip,4,15093,4663,19756,16-05-2024,Bank Transfer,Yes,758.8021962,Android,confirmed,28-05-2024,0,0,No
485,5,BLR,MIA,International,round trip,1,28706,8867,37573,16-05-2024,Credit Card,Yes,623.1747298,iOS,confirmed,26-11-2024,0,25.15445627,Yes
487,3,SFO,CCU,International,round trip,2,20305,6272,26577,16-05-2024,Debit Card,No,0,Web,confirmed,26-05-2024,11.50303712,0,No
435,7,DEN,DEL,International,round trip,2,27877,8612,36489,16-05-2024,Credit Card,Yes,927.3416893,Web,confirmed,26-05-2024,0,0,No
44,3,DEL,DFW,International,one way,2,18330,5663,23993,16-05-2024,Credit Card,Yes,0,Android,failed,10-06-2024,5.494933483,0,No
469,1,LAS,AMD,International,one way,5,32765,10121,42886,16-05-2024,Debit Card,Yes,0,Android,failed,11-09-2024,12.01239616,48.42158118,Yes
103,7,MIA,GOI,International,one way,2,22981,7099,30080,16-05-2024,Credit Card,Yes,0,iOS,confirmed,16-06-2024,0,0,No
98,1,ATL,CCU,International,round trip,4,14793,4570,19363,16-03-2024,PayPal,Yes,0,Web,confirmed,17-12-2024,7.482640848,13.7761659,Yes
116,5,DEL,ORD,International,one way,1,23984,7409,31393,16-05-2024,Debit Card,No,0,Web,confirmed,25-05-2024,0,0,No
427,3,PNQ,JAI,International,one way,2,32114,9920,42034,16-05-2024,Bank Transfer,No,0,Web,confirmed,31-05-2024,11.66961711,0,No
135,3,DEN,PNQ,International,round trip,4,37315,11527,48842,16-05-2024,Credit Card,No,0,Android,failed,10-06-2024,2.748935291,0,No
392,5,LAX,PNQ,International,one way,1,23468,7250,30718,16-05-2024,Credit Card,Yes,344.3473185,Web,confirmed,19-05-2024,0,0,No
253,3,LAS,JFK,International,round trip,4,33496,10347,43843,16-05-2024,Bank Transfer,Yes,333.4046531,Android,failed,18-05-2024,4.847701473,0,No
263,3,JFK,MIA,International,round trip,5,26439,8167,34606,16-05-2024,Bank Transfer,Yes,188.1595665,Android,cancelled,26-05-2024,2.735838865,0,No
183,5,ATL,MIA,International,round trip,3,14254,4403,18657,16-05-2024,Bank Transfer,Yes,0,Android,confirmed,25-11-2024,0,6.785347759,Yes
104,3,DFW,AMD,International,one way,4,13361,4127,17488,16-05-2024,Debit Card,Yes,184.7814659,Android,cancelled,18-05-2024,2.686721305,0,No
114,1,ATL,DEN,International,one way,2,18220,5629,23849,16-05-2024,Credit Card,No,0,Android,failed,12-06-2024,2.000046403,0,No
212,7,MAA,DEL,Domestic,round trip,5,4511,1394,5905,16-05-2024,Bank Transfer,Yes,0,Web,confirmed,23-05-2024,0,0,No
430,3,AMD,LAX,International,one way,1,28827,8905,37732,16-05-2024,Credit Card,Yes,480.0956553,iOS,failed,04-06-2024,6.980587684,0,No
438,3,BLR,DEL,Domestic,one way,2,9860,3046,12906,16-05-2024,Credit Card,No,0,Web,confirmed,28-05-2024,2.593493347,0,No
155,7,MAA,GOI,International,round trip,2,23748,7336,31084,16-05-2024,Credit Card,Yes,682.732986,Android,confirmed,28-05-2024,0,0,No
257,3,LAS,MIA,International,round trip,5,14568,4501,19069,16-05-2024,PayPal,No,0,Web,confirmed,19-05-2024,3.238609026,0,No
411,3,SEA,ORD,International,round trip,2,37337,11533,48870,16-05-2024,Bank Transfer,Yes,823.1373913,Android,failed,11-10-2024,11.96841228,25.73256167,Yes
337,5,HYD,AMD,International,one way,5,32314,9982,42296,16-05-2024,Bank Transfer,Yes,0,iOS,confirmed,24-08-2024,0,10.14361997,Yes
74,5,CCU,MAA,Domestic,round trip,1,11281,3485,14766,16-05-2024,PayPal,Yes,743.0999681,Web,confirmed,21-05-2024,0,0,No
60,1,AMD,JFK,International,round trip,3,12005,3709,15714,16-05-2024,Credit Card,Yes,125.1319209,Web,cancelled,06-06-2024,1.819417311,0,No
289,5,AMD,LAX,International,one way,4,37952,11723,49675,16-05-2024,PayPal,Yes,455.4889683,Web,confirmed,30-06-2024,0,0,No
102,7,LAS,DFW,International,one way,2,21918,6771,28689,16-05-2024,PayPal,Yes,0,Web,confirmed,27-05-2024,0,0,No
478,1,JAI,AMD,International,round trip,4,20676,6387,27063,16-03-2024,Credit Card,Yes,0,Web,confirmed,01-09-2024,6.376002188,20.65910691,Yes
375,1,DFW,PNQ,International,round trip,1,17499,5406,22905,16-05-2024,Bank Transfer,No,0,Web,confirmed,25-05-2024,5.871145435,0,No
15,5,BOM,PNQ,International,one way,4,17829,5508,23337,16-05-2024,Credit Card,Yes,0,Web,confirmed,08-06-2024,0,0,No
492,7,PNQ,SFO,International,one way,3,27577,8519,36096,16-05-2024,Debit Card,No,0,iOS,confirmed,25-05-2024,0,0,No
306,5,BLR,ORD,International,round trip,5,24744,7644,32388,16-05-2024,PayPal,No,0,Android,confirmed,28-05-2024,0,0,No
255,3,DEN,ORD,International,round trip,3,15846,4895,20741,16-05-2024,Bank Transfer,Yes,766.9495025,Web,confirmed,21-05-2024,11.15144074,0,No
20,3,HYD,BOM,Domestic,one way,2,4768,1474,6242,16-05-2024,PayPal,Yes,768.9185902,Web,confirmed,18-05-2024,11.18007127,0,No
429,5,MIA,AMD,International,round trip,2,15453,4774,20227,16-05-2024,PayPal,Yes,602.9083671,Web,confirmed,27-05-2024,0,0,No
111,7,CCU,SEA,International,one way,5,24854,7677,32531,16-05-2024,Credit Card,Yes,491.3681625,iOS,confirmed,14-12-2024,0,24.35440182,Yes
493,5,SFO,PNQ,International,one way,1,32318,9983,42301,16-05-2024,Credit Card,Yes,202.8506027,Web,confirmed,27-05-2024,0,0,No
82,5,PNQ,LAS,International,round trip,3,36830,11377,48207,16-05-2024,Credit Card,Yes,303.2636835,Web,confirmed,28-05-2024,0,0,No
457,1,GOI,PNQ,International,one way,4,35319,10910,46229,16-05-2024,PayPal,No,0,Android,failed,01-06-2024,7.444412626,0,No
445,1,BLR,MAA,Domestic,round trip,3,8594,2655,11249,16-05-2024,Bank Transfer,No,0,Web,confirmed,04-06-2024,11.88723963,0,No
70,1,SEA,HYD,International,one way,3,26230,8103,34333,16-05-2024,Bank Transfer,Yes,1021.179635,Web,confirmed,27-05-2024,14.84794521,0,No
74,5,SFO,MIA,International,one way,4,26832,8289,35121,16-05-2024,PayPal,No,0,iOS,confirmed,28-05-2024,0,0,No
54,3,MAA,DEL,Domestic,one way,4,10712,3309,14021,16-05-2024,Credit Card,Yes,125.6140183,Web,confirmed,25-05-2024,1.826427004,0,No
172,3,MAA,LAX,International,round trip,2,34038,10514,44552,16-05-2024,Bank Transfer,Yes,938.9006793,iOS,failed,25-05-2024,13.65160973,0,No
349,1,SEA,DEN,International,one way,5,21292,6577,27869,16-05-2024,Bank Transfer,Yes,0,Android,failed,07-12-2024,9.346471882,24.81390404,Yes
16,3,JFK,DEL,International,one way,2,31602,9762,41364,16-05-2024,Credit Card,No,0,Android,failed,07-06-2024,6.405074528,0,No
9,1,CCU,MIA,International,round trip,4,25668,7929,33597,16-05-2024,PayPal,Yes,947.7941098,iOS,cancelled,02-06-2024,13.78092015,0,No
177,3,GOI,BOM,International,round trip,3,15014,4638,19652,16-05-2024,Credit Card,Yes,432.2598466,Web,confirmed,24-05-2024,6.285055339,0,No
14,3,JAI,JFK,International,round trip,5,17053,5268,22321,16-05-2024,Bank Transfer,Yes,702.5914653,Android,failed,20-05-2024,10.21567531,0,No
306,5,CCU,BOM,Domestic,round trip,1,4689,1449,6138,16-05-2024,Debit Card,Yes,175.2739378,Android,confirmed,06-10-2024,0,6.461669578,Yes
336,7,MAA,LAX,International,round trip,1,14047,4340,18387,16-05-2024,PayPal,Yes,756.1128066,iOS,confirmed,08-06-2024,0,0,No
114,5,LHR,LAX,International,round trip,1,15331,4736,20067,17-05-2024,PayPal,Yes,643.2734212,iOS,confirmed,30-05-2024,0,0,No
205,5,ORD,LAS,International,one way,5,21983,6791,28774,17-05-2024,Credit Card,Yes,0,iOS,confirmed,06-06-2024,0,0,No
471,3,MAA,LAX,International,one way,2,24352,7522,31874,17-05-2024,Bank Transfer,Yes,1257.924189,Web,confirmed,15-06-2024,18.29020947,0,No
252,1,GOI,HYD,International,round trip,5,35880,11083,46963,17-05-2024,Bank Transfer,No,0,Web,confirmed,08-06-2024,6.129314226,0,No
219,5,HYD,ORD,International,round trip,5,33533,10358,43891,17-05-2024,PayPal,Yes,687.5617054,Android,confirmed,18-07-2024,0,0,No
172,5,BOM,SFO,International,one way,5,24833,7671,32504,17-05-2024,Bank Transfer,No,0,iOS,confirmed,13-06-2024,0,0,No
1,7,PNQ,BOM,International,round trip,5,25232,7794,33026,17-03-2024,Bank Transfer,Yes,271.8124061,Web,confirmed,23-08-2024,0,8.395474243,Yes
170,3,BOM,CCU,Domestic,one way,1,6722,2077,8799,17-05-2024,PayPal,No,0,Web,cancelled,12-06-2024,3.999593411,0,No
251,1,MIA,CCU,International,round trip,1,26461,8174,34635,17-05-2024,Bank Transfer,Yes,0,Web,confirmed,16-07-2024,2.372712556,0,No
285,5,SFO,SEA,International,one way,4,30785,9510,40295,17-05-2024,Credit Card,Yes,872.2282688,Web,confirmed,11-07-2024,0,0,No
385,1,HYD,DFW,International,one way,2,24011,7417,31428,17-05-2024,Debit Card,Yes,1157.7636,Android,failed,28-05-2024,16.83387517,0,No
289,3,MIA,SFO,International,one way,3,29464,9102,38566,17-05-2024,Debit Card,Yes,0,Web,confirmed,25-05-2024,4.991608313,0,No
93,3,GOI,MIA,International,one way,4,36844,11381,48225,17-05-2024,Bank Transfer,Yes,804.0873818,Web,confirmed,06-06-2024,11.69142527,0,No
476,3,AMD,SFO,International,round trip,3,22180,6852,29032,17-05-2024,Debit Card,Yes,0,Web,confirmed,07-08-2024,2.790056217,0,No
496,3,BOM,MAA,Domestic,round trip,5,10457,3230,13687,17-05-2024,Debit Card,Yes,315.8154708,Android,failed,10-06-2024,4.591954878,0,No
223,7,SFO,MAA,International,one way,2,26944,8323,35267,17-03-2024,Credit Card,Yes,978.653918,Web,confirmed,06-09-2024,0,41.78921276,Yes
375,1,MIA,DEL,International,round trip,2,15818,4887,20705,17-05-2024,PayPal,No,0,Web,confirmed,10-06-2024,1.597530367,0,No
412,1,ATL,LAX,International,round trip,1,30280,9353,39633,17-03-2024,Debit Card,Yes,665.4968397,Web,cancelled,04-12-2024,9.676319692,0.43204834,Yes
37,1,BLR,HYD,Domestic,round trip,4,6780,2095,8875,17-05-2024,Debit Card,Yes,751.2071436,Android,failed,02-12-2024,10.92254695,39.40775577,Yes
442,5,SFO,HYD,International,round trip,5,13734,4243,17977,17-05-2024,Bank Transfer,No,0,Web,confirmed,21-05-2024,0,0,No
154,5,MAA,HYD,Domestic,round trip,4,8893,2747,11640,17-05-2024,PayPal,Yes,201.2590686,Android,confirmed,07-06-2024,0,0,No
221,5,LAX,DFW,International,one way,2,22115,6832,28947,17-05-2024,Debit Card,No,0,Web,confirmed,15-06-2024,0,0,No
158,1,JAI,DEN,International,round trip,5,36388,11240,47628,17-05-2024,PayPal,Yes,625.3934339,Web,confirmed,12-06-2024,9.093216433,0,No
490,5,CCU,GOI,International,one way,2,20704,6396,27100,17-05-2024,Debit Card,Yes,0,Android,confirmed,17-11-2024,0,53.10100653,Yes
327,7,JFK,SEA,International,round trip,5,20690,6391,27081,17-05-2024,Debit Card,No,0,Web,confirmed,24-05-2024,0,0,No
33,5,SYD,DEN,International,one way,2,26263,8113,34376,17-05-2024,Credit Card,Yes,70.58214523,Web,confirmed,21-07-2024,0,0,No
429,1,MAA,PNQ,International,one way,2,37237,11502,48739,17-05-2024,Debit Card,Yes,0,Android,cancelled,02-12-2024,2.045985736,9.96862273,Yes
216,7,DEL,AMD,International,one way,4,32594,10068,42662,17-05-2024,Credit Card,Yes,135.4859878,Web,confirmed,25-05-2024,0,0,No
462,1,AMD,SEA,International,round trip,2,37046,11444,48490,17-05-2024,PayPal,Yes,539.2538249,Web,confirmed,05-06-2024,7.840747083,0,No
264,5,BOM,BLR,Domestic,round trip,3,8718,2693,11411,17-05-2024,Credit Card,Yes,373.7826916,Android,confirmed,08-06-2024,0,0,No
447,3,GOI,BLR,International,one way,2,11810,3649,15459,17-05-2024,PayPal,Yes,1029.545201,Web,cancelled,06-06-2024,14.96958049,0,No
103,1,AMD,JAI,International,one way,3,13118,4053,17171,17-05-2024,Credit Card,Yes,0,Web,confirmed,19-06-2024,5.310607488,0,No
122,5,SEA,PNQ,International,round trip,3,29357,9068,38425,17-05-2024,Debit Card,No,0,Web,confirmed,11-06-2024,0,0,No
439,5,DEL,ORD,International,round trip,5,13752,4248,18000,17-05-2024,Debit Card,No,0,Android,confirmed,20-05-2024,0,0,No
457,5,PNQ,DEL,International,round trip,3,36174,11174,47348,17-05-2024,Credit Card,No,0,Web,failed,26-05-2024,0,0,No
279,5,CCU,BLR,Domestic,one way,5,7494,2316,9810,17-05-2024,Debit Card,No,0,Web,confirmed,08-06-2024,0,0,No
2,5,PNQ,LAX,International,round trip,5,27932,8628,36560,17-05-2024,Credit Card,Yes,754.6474941,Android,confirmed,15-12-2024,0,50.46149898,Yes
397,7,BLR,PNQ,International,round trip,3,26412,8159,34571,17-05-2024,PayPal,Yes,0,iOS,confirmed,17-06-2024,0,0,No
252,5,MIA,PNQ,International,one way,5,11664,3603,15267,17-05-2024,PayPal,Yes,800.7971802,iOS,confirmed,28-10-2024,0,35.50265147,Yes
216,3,BOM,SFO,International,one way,4,19304,5963,25267,17-05-2024,Debit Card,Yes,1019.307628,Web,confirmed,13-08-2024,14.82072623,0,No
405,7,DEN,ATL,International,round trip,3,30021,9274,39295,17-05-2024,Bank Transfer,Yes,771.5939049,Android,confirmed,22-07-2024,0,0,No
183,5,AMD,SFO,International,one way,1,12963,4005,16968,17-05-2024,Credit Card,No,0,Web,confirmed,11-06-2024,0,0,No
487,5,SFO,ORD,International,round trip,2,28752,8881,37633,17-03-2024,Credit Card,Yes,0,Web,confirmed,02-09-2024,0,14.52964643,Yes
419,5,HYD,DEL,Domestic,round trip,2,7010,2166,9176,17-05-2024,PayPal,No,0,Web,confirmed,28-05-2024,0,0,No
391,1,JAI,GOI,International,one way,4,28057,8667,36724,17-05-2024,Debit Card,Yes,759.8597191,Web,confirmed,07-06-2024,11.04835534,0,No
491,7,PNQ,DEL,International,one way,1,16167,4994,21161,17-05-2024,Bank Transfer,Yes,82.39392221,Web,confirmed,30-05-2024,0,0,No
268,7,MAA,JAI,International,round trip,2,29192,9017,38209,17-05-2024,Debit Card,Yes,157.1783704,Web,confirmed,18-05-2024,0,0,No
1,3,SYD,SFO,International,round trip,2,22089,6824,28913,17-05-2024,PayPal,Yes,816.2617809,Web,confirmed,02-06-2024,11.86844095,0,No
228,1,MIA,GOI,International,one way,4,20212,6244,26456,17-05-2024,Debit Card,Yes,781.1691839,Web,confirmed,28-05-2024,11.35819482,0,No
421,5,JAI,SEA,International,round trip,1,34093,10531,44624,17-05-2024,Credit Card,No,0,Web,confirmed,29-05-2024,0,0,No
385,5,SFO,DEL,International,one way,2,30597,9452,40049,17-05-2024,Bank Transfer,Yes,175.7305311,Android,confirmed,04-06-2024,0,0,No
44,3,BLR,BOM,Domestic,round trip,1,9746,3011,12757,17-05-2024,PayPal,Yes,679.1006458,Web,cancelled,02-06-2024,9.874118943,0,No
1,1,MAA,DEL,Domestic,one way,1,4462,1379,5841,17-05-2024,Debit Card,Yes,0,Web,confirmed,22-05-2024,7.155096742,0,No
161,5,CCU,DFW,International,round trip,4,35780,11053,46833,17-05-2024,Bank Transfer,Yes,116.3685409,Web,confirmed,24-05-2024,0,0,No
286,5,SEA,BOM,International,round trip,2,30777,9507,40284,17-05-2024,Credit Card,No,0,Web,confirmed,02-06-2024,0,0,No
125,5,BLR,GOI,International,one way,4,18657,5763,24420,17-05-2024,Bank Transfer,Yes,783.9151092,Android,confirmed,07-06-2024,0,0,No
468,1,MIA,CCU,International,round trip,3,30266,9349,39615,17-03-2024,Debit Card,Yes,0,Web,confirmed,30-09-2024,3.234154324,4.7874826,Yes
97,5,JAI,DEN,International,one way,3,16790,5187,21977,17-05-2024,PayPal,Yes,179.7808696,Android,confirmed,27-05-2024,0,0,No
451,3,MAA,JAI,International,one way,3,12493,3859,16352,17-05-2024,PayPal,Yes,300.6640125,Android,failed,22-05-2024,4.371652773,0,No
285,5,JAI,AMD,International,one way,1,17254,5330,22584,17-03-2024,Bank Transfer,Yes,1013.945353,Web,confirmed,28-10-2024,0,40.66461966,Yes
482,1,LAS,CCU,International,round trip,5,30717,9488,40205,17-05-2024,Bank Transfer,No,0,Web,confirmed,11-06-2024,4.405250283,0,No
123,3,ORD,SFO,International,one way,5,19196,5930,25126,17-05-2024,Credit Card,Yes,499.985657,Web,confirmed,14-07-2024,7.269788179,0,No
56,3,JFK,CCU,International,one way,2,14602,4511,19113,17-05-2024,Bank Transfer,Yes,0,Android,failed,22-07-2024,8.780136173,0,No
140,1,DEL,ORD,International,round trip,3,27386,8460,35846,17-05-2024,Bank Transfer,Yes,879.3307335,Web,confirmed,21-05-2024,12.78546311,0,No
